"","SiteNo","SiteID.NMBGMR","Easting","Northing","AltVa","OSEWellID","HoleDepth","WellDepth","FormationZone.NMBGMR","DecLongVa","DecLatVa","AgencyCd","AgencyNm"
"4725","TO-0069",NA,"380,351","3,823,850","6,800","","","196","310ABO",-11833713.76,4102817.736,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4726","TB-0102",NA,"414,615","3,726,809","5,232","T-03352","150","150","212KTRP",-11791086.58,3985616.404,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4727","QY-0839",NA,"645,298","3,852,720","4,660","","248","248","121OGLL",-11511719.52,4137598.899,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4728","QY-0728",NA,"625,101","3,844,000","4,680","","100","100","121OGLL",-11536436.95,4127309.232,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4729","BW-0498",NA,"395,012","3,731,000","5,520","","","710","300YESO",-11814679.42,3990437.928,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4730","TO-0217",NA,"392,510","3,840,600","6,260","","","","112QTBF",-11819201.07,4123429.417,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4731","TO-0134",NA,"391,530","3,832,790","6,250","","","100","112QTBF",-11820280.52,4113884.962,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4732","TO-0066",NA,"382,958","3,825,970","6,611","","","110","310ABO",-11830583.97,4105441.925,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4733","QY-0670",NA,"581,423","3,846,070","5,140","","295","295","121OGLL/231CHNL",-11589515.69,4130436.176,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4734","TB-0227",NA,"431,498","3,710,726","6,962","T-05619 POD1","105","105","120TSBV_Upper",-11770675.76,3966392.923,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4735","BW-0144",NA,"412,470","3,692,700","5,450","","","116","110ALVM",-11793290.71,3944517.508,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4736","QY-0595",NA,"605,699","3,839,070","4,710","","132","132","121OGLL",-11560092.01,4121587.03,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4737","QY-0802",NA,"624,960","3,849,600","4,750","","142","142","121OGLL",-11536515.83,4134151.966,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4738","TO-0303",NA,"401,199","3,852,610","6,185","","","","112QTBF",-11808798.28,4138220.113,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4739","TO-0006",NA,"434,499","3,795,350","6,612","","","400","310YESO",-11767781.3,4068793.018,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4740","TO-0039",NA,"380,500","3,811,400","6,365","","","22","110ALVM",-11833338.85,4087659.373,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4741","QY-0799",NA,"621,336","3,849,970","4,820","","138","138","121OGLL",-11540917.94,4134663.424,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4742","TO-0024",NA,"432,367","3,804,230","6,350","","","200","310YESO",-11770437.89,4079570.015,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4743","BW-0493",NA,"379,529","3,736,650","6,444","","","205","319BRSM",-11833362.25,3997037.496,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4744","QY-0777",NA,"617,598","3,852,410","4,860","","90","90","121OGLL",-11545426.92,4137704.817,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4745","TB-0151",NA,"414,087","3,696,924","5,863","T-01550","56","56","120TSBV_Lower",-11791400.8,3949613.865,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4746","QY-0745",NA,"628,161","3,846,820","4,670","","101","101","121OGLL",-11532669.5,4130701.877,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4747","TO-0327",NA,"424,923","3,850,640","6,188","","","105","310GLOR",-11779907.24,4136086.644,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4748","TB-0206",NA,"409,095","3,719,607","5,052","T-01759","120","120","210GLUPC_Lower",-11797632.78,3976870.264,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4749","TB-0243",NA,"433,386","3,734,831","6,527","X","615","615","210GLUPC_Lower",-11768613.35,3995478.274,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4750","TO-0233",NA,"396,025","3,841,650","6,200","","","60","112QTBF",-11814943.77,4124760.59,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4751","BW-0089",NA,"414,368","3,722,220","5,295","","","","",-11791333.95,3980079.029,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4752","TO-0164",NA,"399,335","3,835,670","6,170","","","150","112QTBF",-11810841.35,4117506.338,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4753","QY-0645",NA,"609,120","3,834,110","4,630","","","","121OGLL",-11556006.51,4115485.856,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4754","TB-0134",NA,"404,294","3,704,417","5,171","T-02343","60","60","112QTBF",-11803212.07,3958517.982,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4755","QY-0678",NA,"597,092","3,844,190","4,820","","128","128","121OGLL",-11570484.82,4127954.092,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4756","TB-0203",3.34e+14,"423,178","3,725,967","5,526","T-01757","111","111","112QTBF",-11780796.14,3984688.135,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4757","QY-0734",NA,"628,182","3,845,060","4,690","","150","150","121OGLL",-11532673.78,4128551.923,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4758","QY-0656",NA,"612,199","3,831,280","4,580","","65","65","121OGLL",-11552309.11,4111988.991,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4759","BW-0102",NA,"433,293","3,717,790","6,170","","","200","110ALVM/211MVRD",-11768582.61,3974919.431,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4760","BW-0131",NA,"400,792","3,689,890","4,650","","","158","",-11807228.85,3941004.878,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4761","TO-0035",NA,"380,538","3,819,100","6,495","","","250","310YESO",-11833412.75,4097034.095,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4762","TB-0167",NA,"434,358","3,711,442","6,658","T-05490 POD1","176","176","120IRSV",-11767252.94,3967279.338,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4763","TO-0258",NA,"383,563","3,851,290","6,800","","","60","325MDER",-11830238.34,4136353.997,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4764","QY-0706",NA,"602,499","3,840,620","4,730","","139","139","121OGLL",-11563959.35,4123523.269,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4765","TB-0181",NA,"404,927","3,706,201","5,292","X","","","180TKSCC_Upper",-11802474.85,3960672.828,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4766","TO-0198",NA,"462,212","3,839,220","6,236","","","300","310YESO",-11734475.56,4122415.234,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4767","TO-0088",NA,"402,667","3,827,330","6,131","","","","112QTBF",-11806687.44,4107377.86,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4768","BW-0087",NA,"420,386","3,722,550","5,540","","","217","211MVRD",-11784114.4,3980539.464,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4769","QY-0631",NA,"600,946","3,837,640","4,700","","105","105","121OGLL",-11565886.36,4119906.655,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4770","TO-0009",NA,"447,890","3,792,570","6,546","","","500","310YESO",-11751564.86,4065517.575,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4771","TO-0169",NA,"396,490","3,835,760","6,188","","","","112QTBF",-11814298.26,4117577.764,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4772","TO-0155",NA,"402,354","3,838,100","6,120","","","23","112QTBF",-11807205.5,4120511.424,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4773","TB-0106",NA,"416,568","3,723,647","5,344","T-05170 POD1","136","136","210GLUPC_Lower",-11788708.42,3981823.221,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4774","QY-0605",NA,"606,570","3,832,920","4,670","","78","78","121OGLL",-11559119.93,4114070.521,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4775","TB-0153",NA,"413,205","3,687,754","5,694","T-01541","60","60","180TKSCC_Upper",-11792358.31,3938581.168,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4776","WL-0037",NA,"440,105","3,685,420","6,718","H-00936","137","137","300YESO/000IRSV",-11760169.65,3936021.135,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4777","QY-0689",NA,"604,283","3,845,280","4,830","","288","288","121OGLL",-11561727.11,4129189.313,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4778","TB-0022",NA,"435,458","3,706,524","7,232","X","","","180TKSCC_Upper",-11765894.63,3961365.833,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4779","QY-0621",NA,"601,618","3,838,540","4,702","","","","121OGLL",-11565057.89,4120996.11,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4780","BW-0139",NA,"413,888","3,694,090","5,625","","","36","110ALVM",-11791608.83,3946203.882,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4781","QY-0823",NA,"630,429","3,851,280","4,660","","86","86","121OGLL",-11529834.77,4136111.955,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4782","TO-0300",NA,"401,907","3,852,610","6,150","","","","112QTBF",-11807936.7,4138229.396,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4783","BW-0488",NA,"398,151","3,785,230","6,216","","","800","300YESO",-11811611.03,4056109.225,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4784","BW-0137",NA,"408,981","3,690,900","5,145","","","500","110ALVM/211MVRD",-11797445.09,3942315.246,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4785","TO-0172",NA,"396,290","3,836,400","6,215","","","60","112QTBF",-11814549.93,4118355.975,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4786","QY-0551",NA,"589,399","3,836,320","4,920","","182","182","121OGLL",-11579930.94,4118441.078,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4787","QY-0592",NA,"600,403","3,835,050","4,700","","103","103","121OGLL",-11566580.29,4116753.336,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4788","TO-0481",NA,"441,580","3,786,730","6,770","","","460","310YESO",-11759151.24,4058380.066,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4789","TO-0111",NA,"420,471","3,829,310","6,172","","","100","112QTBF",-11785100.58,4109999.538,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4790","TO-0201",NA,"382,758","3,849,720","6,793","","","316","325MDER",-11831193.34,4134422.873,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4791","TB-0122",NA,"419,846","3,721,904","5,512","T-03692","100","100","180TKSCC_Upper",-11784756.06,3979755.079,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4792","TO-0251",NA,"424,894","3,843,810","6,116","","","56","112QTBF",-11779874.67,4127741.127,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4793","TO-0163",NA,"398,971","3,836,550","6,190","","","185","112QTBF",-11811295.18,4118575.311,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4794","TO-0270",NA,"390,880","3,850,510","6,380","","","93","325MDER",-11821324.86,4135510.549,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4795","BW-0100",NA,"422,483","3,722,150","5,595","","","110","110ALVM/211MVRD",-11781593.57,3980077.839,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4796","TB-0057",NA,"400,392","3,687,006","4,580","T-00442 S4","512","512","112QTBF",-11807671.88,3937534.671,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4797","TB-0145",NA,"418,144","3,703,942","6,776","T-00262","97","97","120TSBV_Lower",-11786615.54,3958099.636,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4798","TO-0162",NA,"398,119","3,836,590","6,205","","","204","112QTBF",-11812330.71,4118612.693,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4799","TO-0220",NA,"401,517","3,849,400","6,148","","","","112QTBF",-11808369.42,4134300.942,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4800","TB-0207",NA,"419,510","3,730,240","5,443","X","","","210GLUPC_Lower",-11785243.42,3989807.412,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4801","QY-0685",NA,"598,396","3,841,840","4,760","","116","116","121OGLL",-11568929.95,4125067.416,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4802","QY-0829",NA,"636,890","3,850,990","4,700","","273","273","121OGLL",-11521980.27,4135642.666,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4803","TO-0228",NA,"401,233","3,844,880","6,155","","","","112QTBF",-11808655.85,4128775.059,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4804","TO-0255",NA,"454,855","3,841,810","6,202","","","245","310YESO",-11743432.49,4125537.412,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4805","QY-0587",NA,"600,395","3,835,680","4,690","","74","74","121OGLL",-11566581.69,4117522.144,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4806","TO-0149",NA,"399,748","3,837,080","6,158","","","176","112QTBF",-11810358.3,4119232.438,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4807","QY-0634",NA,"602,029","3,837,180","4,690","","105","105","121OGLL",-11564576.79,4119330.72,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4808","TB-0219",NA,"419,875","3,719,595","5,613","X","","","180TKSCC_Upper",-11784698.12,3976971.549,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4809","BW-0098",NA,"422,079","3,722,150","5,590","","","99","110ALVM/211MVRD",-11782078.46,3980073.892,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4810","TO-0092",NA,"402,416","3,825,630","6,141","","","230","112QTBF",-11806970.31,4105302.309,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4811","TO-0156",NA,"403,122","3,838,130","6,120","","","212","112QTBF",-11806272.76,4120557.925,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4812","QY-0754",NA,"589,615","3,850,490","5,050","","","","121OGLL",-11579500.87,4135744.009,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4813","QY-0684",NA,"598,276","3,843,040","4,780","","","","121OGLL",-11569060.24,4126534.301,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4814","TO-0205",NA,"382,139","3,846,730","6,665","","","200","325MDER",-11831899.67,4130760.201,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4815","QY-0798",NA,"620,598","3,852,430","4,840","","159","159","121OGLL",-11541776.35,4137681.688,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4816","BW-0720",NA,"523,651","3,841,550","4,967","","","75","313GDLP",-11659794.45,4125317.912,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4817","TO-0142",NA,"397,141","3,838,430","6,200","","","200","112QTBF",-11813543.68,4120845.04,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4818","TB-0253",NA,"428,920","3,725,191","5,833","X","","","210GLUPC_Lower",-11773894.74,3983805.534,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4819","TB-0117",NA,"397,722","3,708,600","4,678","T-02083","300","300","212KTRP",-11811137.85,3963472.183,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4820","TB-0070",NA,"417,478","3,696,072","6,352","T-02651","220","220","120TSBV_Lower",-11787332.9,3948624.725,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4821","TB-0133",NA,"404,968","3,706,621","5,287","T-02078","123","123","180TKSCC_Upper",-11802430.68,3961178.906,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4822","TO-0246",NA,"422,954","3,841,490","6,130","","","63","112QTBF",-11782209.84,4124888.272,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4823","TO-0022",NA,"418,215","3,809,030","6,367","","","270","310YESO",-11787622.53,4085271.482,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4824","TO-0116",NA,"456,788","3,827,360","6,103","","","125","310YESO",-11741000.38,4107915.39,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4825","QY-0583",NA,"600,981","3,834,830","4,680","","102","102","121OGLL",-11565881.19,4116477.222,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4826","TO-0070",NA,"389,656","3,829,720","6,370","","","108","310ABO",-11822511.5,4110113.838,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4827","TO-0047",NA,"418,731","3,815,870","6,185","","","","112QTBF",-11787069.91,4093603.165,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4828","CP-0018",NA,"661,005","3,803,865","4,237","CC-01461","330","330","",-11493642.79,4077735.113,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4829","TB-0062",NA,"406,106","3,689,433","4,950","T-00442 S","200","200","050QUAL",-11800867.37,3940519.261,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4830","TO-0298",NA,"403,970","3,852,830","6,125","","","27","112QTBF",-11805429,4138525.007,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4831","TO-0073",NA,"386,088","3,826,610","6,468","","","70","310ABO",-11826795.91,4106269.584,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4832","TO-0145",NA,"396,593","3,836,890","6,215","","","200","112QTBF",-11814188.53,4118958.077,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4833","QY-0606",NA,"604,209","3,832,910","4,690","","150","150","121OGLL",-11561986.96,4114091.172,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4834","TB-0159",NA,"406,629","3,716,393","5,016","X","","","210GLUPC_Lower",-11800554.09,3972968.114,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4835","TO-0148",NA,"399,301","3,837,170","6,185","","","150","112QTBF",-11810902.53,4119336.333,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4836","QY-0620",NA,"601,523","3,838,620","4,710","","","","121OGLL",-11565172.25,4121095.033,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4837","TB-0123",NA,"419,855","3,721,903","5,513","X","","","180TKSCC_Upper",-11784745.25,3979753.964,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"4838","TO-0117",NA,"453,055","3,824,070","6,243","","","240","310YESO",-11745511.28,4103882.281,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
